cluster_id,size,members
5316.0,2,"[5316, 5317]"
5319.0,2,"[5319, 5322]"
5338.0,2,"[5338, 31247]"
5346.0,2,"[5346, 78177]"
5349.0,2,"[5349, 78175]"
4920.0,2,"[4920, 4921]"
4933.0,2,"[4933, 80018]"
4954.0,2,"[4954, 28645]"
4955.0,2,"[4955, 4956]"
16059.0,2,"[16059, 16064]"
15221.0,2,"[15221, 93936]"
15241.0,2,"[15241, 77684]"
15245.0,2,"[15245, 67514]"
15320.0,2,"[15320, 89659]"
15351.0,2,"[15351, 77681]"
15377.0,2,"[15377, 15379]"
15384.0,2,"[15384, 94613]"
15430.0,2,"[15430, 96983]"
15438.0,2,"[15438, 21295]"
15447.0,2,"[15447, 76663]"
15476.0,2,"[15476, 96980]"
15510.0,2,"[15510, 96977]"
15516.0,2,"[15516, 99459]"
15521.0,2,"[15521, 15529]"
15555.0,2,"[15555, 34988]"
16692.0,2,"[16692, 92637]"
16700.0,2,"[16700, 79969]"
16729.0,2,"[16729, 84942]"
15677.0,2,"[15677, 92297]"
15690.0,2,"[15690, 72252]"
15746.0,2,"[15746, 21372]"
15782.0,2,"[15782, 15785]"
15812.0,2,"[15812, 85306]"
15851.0,2,"[15851, 15852]"
15858.0,2,"[15858, 71163]"
15860.0,2,"[15860, 15866]"
15862.0,2,"[15862, 22083]"
15876.0,2,"[15876, 70364]"
15901.0,2,"[15901, 97884]"
15956.0,2,"[15956, 82984]"
16016.0,2,"[16016, 87958]"
17030.0,2,"[17030, 17037]"
17144.0,2,"[17144, 17146]"
17150.0,2,"[17150, 17152]"
17192.0,2,"[17192, 89815]"
16103.0,2,"[16103, 89753]"
16125.0,2,"[16125, 16129]"
16130.0,2,"[16130, 89306]"
16211.0,2,"[16211, 87736]"
16216.0,2,"[16216, 33948]"
16264.0,2,"[16264, 16268]"
16317.0,2,"[16317, 16345]"
16375.0,2,"[16375, 18074]"
16390.0,2,"[16390, 18022]"
16392.0,2,"[16392, 16398]"
16430.0,2,"[16430, 21340]"
16559.0,2,"[16559, 60821]"
17680.0,2,"[17680, 17681]"
17686.0,2,"[17686, 46233]"
17690.0,2,"[17690, 91501]"
17770.0,2,"[17770, 77432]"
17944.0,2,"[17944, 22550]"
17972.0,2,"[17972, 17974]"
16739.0,2,"[16739, 77477]"
16828.0,2,"[16828, 16831]"
16853.0,2,"[16853, 16854]"
16875.0,2,"[16875, 89395]"
16900.0,2,"[16900, 77665]"
16906.0,2,"[16906, 77031]"
16907.0,2,"[16907, 77675]"
16968.0,2,"[16968, 16972]"
16992.0,2,"[16992, 93338]"
16993.0,2,"[16993, 16995]"
18115.0,2,"[18115, 77472]"
18119.0,2,"[18119, 77473]"
18122.0,2,"[18122, 45480]"
18132.0,2,"[18132, 65646]"
18152.0,2,"[18152, 42438]"
18154.0,2,"[18154, 98607]"
18197.0,2,"[18197, 18201]"
18234.0,2,"[18234, 86998]"
18348.0,2,"[18348, 46067]"
18349.0,2,"[18349, 18361]"
17416.0,2,"[17416, 17422]"
17424.0,2,"[17424, 17427]"
17498.0,2,"[17498, 17503]"
17559.0,2,"[17559, 65802]"
17620.0,2,"[17620, 69843]"
17648.0,2,"[17648, 19189]"
4531.0,2,"[4531, 87753]"
4625.0,2,"[4625, 37420]"
4627.0,2,"[4627, 42425]"
4641.0,2,"[4641, 23790]"
4667.0,2,"[4667, 91865]"
4670.0,2,"[4670, 46164]"
4672.0,2,"[4672, 81638]"
18846.0,2,"[18846, 81268]"
18866.0,2,"[18866, 98215]"
18915.0,2,"[18915, 90566]"
18989.0,2,"[18989, 96132]"
18995.0,2,"[18995, 82841]"
19067.0,2,"[19067, 19068]"
17982.0,2,"[17982, 17983]"
17995.0,2,"[17995, 17997]"
18003.0,2,"[18003, 22554]"
18423.0,2,"[18423, 92587]"
18431.0,2,"[18431, 18435]"
18487.0,2,"[18487, 89476]"
18549.0,2,"[18549, 18551]"
18579.0,2,"[18579, 18580]"
18795.0,2,"[18795, 18798]"
18805.0,2,"[18805, 28405]"
18808.0,2,"[18808, 81508]"
18828.0,2,"[18828, 95763]"
5102.0,2,"[5102, 17123]"
5113.0,2,"[5113, 77531]"
5134.0,2,"[5134, 53677]"
5139.0,2,"[5139, 5140]"
4404.0,2,"[4404, 4407]"
4408.0,2,"[4408, 4415]"
4442.0,2,"[4442, 4463]"
19090.0,2,"[19090, 85102]"
19108.0,2,"[19108, 93188]"
19127.0,2,"[19127, 77717]"
19190.0,2,"[19190, 19254]"
19302.0,2,"[19302, 42308]"
19321.0,2,"[19321, 19323]"
19366.0,2,"[19366, 19367]"
19381.0,2,"[19381, 77714]"
19382.0,2,"[19382, 77715]"
19400.0,2,"[19400, 19405]"
19445.0,2,"[19445, 19447]"
19488.0,2,"[19488, 63110]"
19511.0,2,"[19511, 90803]"
19518.0,2,"[19518, 19524]"
19556.0,2,"[19556, 23279]"
18403.0,2,"[18403, 18404]"
19566.0,2,"[19566, 21783]"
19578.0,2,"[19578, 65513]"
19580.0,2,"[19580, 80999]"
19631.0,2,"[19631, 80058]"
19633.0,2,"[19633, 90872]"
19635.0,2,"[19635, 90873]"
19669.0,2,"[19669, 19707]"
19803.0,2,"[19803, 55751]"
19808.0,2,"[19808, 19809]"
19818.0,2,"[19818, 77358]"
19826.0,2,"[19826, 33514]"
19965.0,2,"[19965, 83029]"
20130.0,2,"[20130, 20131]"
20153.0,2,"[20153, 20154]"
20185.0,2,"[20185, 96925]"
20250.0,2,"[20250, 99220]"
20252.0,2,"[20252, 53776]"
20287.0,2,"[20287, 93437]"
20411.0,2,"[20411, 85033]"
20563.0,2,"[20563, 90794]"
20595.0,2,"[20595, 20599]"
20676.0,2,"[20676, 92844]"
20776.0,2,"[20776, 32106]"
20813.0,2,"[20813, 84235]"
20845.0,2,"[20845, 98184]"
20930.0,2,"[20930, 76238]"
21027.0,2,"[21027, 37057]"
21033.0,2,"[21033, 37779]"
21191.0,2,"[21191, 93781]"
21202.0,2,"[21202, 21203]"
21265.0,2,"[21265, 21269]"
21356.0,2,"[21356, 32432]"
22716.0,2,"[22716, 82748]"
22722.0,2,"[22722, 82747]"
21362.0,2,"[21362, 32431]"
21447.0,2,"[21447, 80568]"
21476.0,2,"[21476, 21489]"
21535.0,2,"[21535, 32502]"
21540.0,2,"[21540, 76866]"
21543.0,2,"[21543, 76868]"
21704.0,2,"[21704, 85587]"
21723.0,2,"[21723, 21725]"
21743.0,2,"[21743, 78129]"
21774.0,2,"[21774, 92052]"
21787.0,2,"[21787, 77115]"
21807.0,2,"[21807, 77125]"
21828.0,2,"[21828, 92564]"
21969.0,2,"[21969, 30068]"
4166.0,2,"[4166, 4178]"
4197.0,2,"[4197, 87246]"
4239.0,2,"[4239, 52213]"
4255.0,2,"[4255, 43504]"
4260.0,2,"[4260, 4277]"
23453.0,2,"[23453, 23454]"
23480.0,2,"[23480, 23484]"
23504.0,2,"[23504, 82643]"
23539.0,2,"[23539, 23752]"
21972.0,2,"[21972, 67035]"
21991.0,2,"[21991, 29590]"
22028.0,2,"[22028, 22046]"
22034.0,2,"[22034, 79037]"
22164.0,2,"[22164, 40240]"
22230.0,2,"[22230, 22233]"
22551.0,2,"[22551, 22553]"
23920.0,2,"[23920, 23921]"
22916.0,2,"[22916, 73921]"
22995.0,2,"[22995, 77899]"
23034.0,2,"[23034, 95289]"
23055.0,2,"[23055, 85346]"
23114.0,2,"[23114, 73782]"
23327.0,2,"[23327, 47734]"
4708.0,2,"[4708, 4712]"
4738.0,2,"[4738, 4739]"
4787.0,2,"[4787, 4789]"
4824.0,2,"[4824, 4829]"
4869.0,2,"[4869, 65327]"
4009.0,2,"[4009, 77532]"
4053.0,2,"[4053, 4067]"
4109.0,2,"[4109, 18545]"
4122.0,2,"[4122, 37868]"
24443.0,2,"[24443, 24446]"
24468.0,2,"[24468, 24470]"
24521.0,2,"[24521, 77428]"
24526.0,2,"[24526, 93201]"
24558.0,2,"[24558, 55659]"
24565.0,2,"[24565, 24568]"
24566.0,2,"[24566, 80446]"
24600.0,2,"[24600, 50482]"
23559.0,2,"[23559, 23560]"
23576.0,2,"[23576, 77076]"
23577.0,2,"[23577, 77075]"
23627.0,2,"[23627, 77680]"
23700.0,2,"[23700, 23701]"
23734.0,2,"[23734, 23740]"
23756.0,2,"[23756, 98266]"
23814.0,2,"[23814, 75067]"
24776.0,2,"[24776, 88188]"
24777.0,2,"[24777, 88198]"
24784.0,2,"[24784, 92744]"
24813.0,2,"[24813, 24819]"
24873.0,2,"[24873, 61975]"
24925.0,2,"[24925, 67639]"
24942.0,2,"[24942, 32959]"
24965.0,2,"[24965, 83215]"
24973.0,2,"[24973, 99288]"
25060.0,2,"[25060, 86717]"
23929.0,2,"[23929, 88414]"
23966.0,2,"[23966, 92192]"
23975.0,2,"[23975, 89048]"
24098.0,2,"[24098, 24102]"
24131.0,2,"[24131, 24133]"
24192.0,2,"[24192, 78176]"
3717.0,2,"[3717, 3719]"
3732.0,2,"[3732, 3735]"
3774.0,2,"[3774, 98807]"
3805.0,2,"[3805, 90876]"
3825.0,2,"[3825, 46018]"
3835.0,2,"[3835, 93304]"
3845.0,2,"[3845, 80122]"
3847.0,2,"[3847, 89890]"
25473.0,2,"[25473, 69479]"
25738.0,2,"[25738, 79127]"
25740.0,2,"[25740, 99804]"
25777.0,2,"[25777, 93833]"
24616.0,2,"[24616, 99328]"
24651.0,2,"[24651, 24654]"
24687.0,2,"[24687, 77088]"
24737.0,2,"[24737, 24739]"
26508.0,2,"[26508, 30636]"
25069.0,2,"[25069, 86147]"
25191.0,2,"[25191, 93699]"
25216.0,2,"[25216, 32277]"
25226.0,2,"[25226, 84981]"
25340.0,2,"[25340, 25525]"
25392.0,2,"[25392, 56495]"
25418.0,2,"[25418, 25419]"
25443.0,2,"[25443, 25444]"
4262.0,2,"[4262, 86590]"
4269.0,2,"[4269, 91903]"
4300.0,2,"[4300, 96647]"
4339.0,2,"[4339, 4341]"
4360.0,2,"[4360, 15820]"
3685.0,2,"[3685, 99356]"
3701.0,2,"[3701, 10982]"
27003.0,2,"[27003, 77020]"
27092.0,2,"[27092, 91390]"
27096.0,2,"[27096, 27101]"
27133.0,2,"[27133, 40929]"
27149.0,2,"[27149, 87659]"
27268.0,2,"[27268, 27274]"
25815.0,2,"[25815, 61032]"
25931.0,2,"[25931, 59143]"
25965.0,2,"[25965, 31960]"
26075.0,2,"[26075, 26078]"
26166.0,2,"[26166, 26167]"
26241.0,2,"[26241, 26242]"
26281.0,2,"[26281, 53298]"
26343.0,2,"[26343, 30500]"
26423.0,2,"[26423, 97039]"
26474.0,2,"[26474, 76930]"
27819.0,2,"[27819, 27821]"
27827.0,2,"[27827, 27829]"
27842.0,2,"[27842, 27844]"
27843.0,2,"[27843, 27851]"
27852.0,2,"[27852, 27863]"
28010.0,2,"[28010, 96227]"
28055.0,2,"[28055, 78287]"
28103.0,2,"[28103, 50523]"
26510.0,2,"[26510, 86443]"
26532.0,2,"[26532, 38125]"
26549.0,2,"[26549, 90674]"
26802.0,2,"[26802, 26803]"
26957.0,2,"[26957, 77092]"
26968.0,2,"[26968, 78257]"
26972.0,2,"[26972, 26973]"
27000.0,2,"[27000, 77021]"
28539.0,2,"[28539, 92879]"
28563.0,2,"[28563, 93809]"
28582.0,2,"[28582, 28583]"
28607.0,2,"[28607, 28610]"
28612.0,2,"[28612, 28613]"
28768.0,2,"[28768, 88317]"
28808.0,2,"[28808, 91971]"
28810.0,2,"[28810, 55935]"
28862.0,2,"[28862, 99319]"
28864.0,2,"[28864, 81763]"
27374.0,2,"[27374, 99087]"
27494.0,2,"[27494, 77760]"
27515.0,2,"[27515, 87099]"
27736.0,2,"[27736, 95865]"
27802.0,2,"[27802, 80895]"
27812.0,2,"[27812, 27814]"
29023.0,2,"[29023, 29035]"
29096.0,2,"[29096, 29103]"
29098.0,2,"[29098, 29101]"
29100.0,2,"[29100, 29109]"
29117.0,2,"[29117, 84121]"
29168.0,2,"[29168, 29169]"
29187.0,2,"[29187, 93768]"
29245.0,2,"[29245, 29246]"
29359.0,2,"[29359, 29362]"
29364.0,2,"[29364, 29365]"
28196.0,2,"[28196, 71369]"
28272.0,2,"[28272, 28513]"
28282.0,2,"[28282, 86724]"
28296.0,2,"[28296, 91655]"
28472.0,2,"[28472, 92909]"
28474.0,2,"[28474, 28477]"
3472.0,2,"[3472, 15931]"
3473.0,2,"[3473, 85421]"
3483.0,2,"[3483, 97473]"
3496.0,2,"[3496, 84339]"
3525.0,2,"[3525, 3530]"
3581.0,2,"[3581, 76988]"
29937.0,2,"[29937, 81133]"
30010.0,2,"[30010, 85441]"
30034.0,2,"[30034, 30036]"
30212.0,2,"[30212, 97441]"
30229.0,2,"[30229, 30277]"
28868.0,2,"[28868, 65643]"
28938.0,2,"[28938, 28949]"
28948.0,2,"[28948, 32765]"
28988.0,2,"[28988, 86723]"
28991.0,2,"[28991, 86725]"
30812.0,2,"[30812, 84047]"
29452.0,2,"[29452, 29459]"
29579.0,2,"[29579, 29580]"
29596.0,2,"[29596, 88903]"
29601.0,2,"[29601, 32830]"
29619.0,2,"[29619, 35086]"
29745.0,2,"[29745, 94179]"
29797.0,2,"[29797, 29820]"
29799.0,2,"[29799, 29808]"
3867.0,2,"[3867, 77274]"
3875.0,2,"[3875, 91878]"
3938.0,2,"[3938, 3944]"
3947.0,2,"[3947, 3963]"
3445.0,2,"[3445, 63939]"
3465.0,2,"[3465, 15932]"
3471.0,2,"[3471, 92111]"
3008.0,2,"[3008, 76817]"
3051.0,2,"[3051, 12820]"
3080.0,2,"[3080, 3083]"
31196.0,2,"[31196, 92667]"
31204.0,2,"[31204, 99330]"
31351.0,2,"[31351, 76828]"
31358.0,2,"[31358, 95573]"
31422.0,2,"[31422, 99374]"
30234.0,2,"[30234, 30236]"
30296.0,2,"[30296, 81778]"
30343.0,2,"[30343, 85611]"
30399.0,2,"[30399, 85221]"
30471.0,2,"[30471, 52605]"
30474.0,2,"[30474, 30483]"
30573.0,2,"[30573, 94012]"
30700.0,2,"[30700, 96593]"
30844.0,2,"[30844, 30845]"
30979.0,2,"[30979, 63080]"
31067.0,2,"[31067, 80904]"
31161.0,2,"[31161, 31162]"
31171.0,2,"[31171, 50223]"
31178.0,2,"[31178, 77696]"
31181.0,2,"[31181, 77697]"
31184.0,2,"[31184, 77699]"
3608.0,2,"[3608, 3609]"
3636.0,2,"[3636, 77306]"
3665.0,2,"[3665, 80523]"
2955.0,2,"[2955, 2956]"
2970.0,2,"[2970, 99138]"
2973.0,2,"[2973, 19377]"
2990.0,2,"[2990, 17537]"
2996.0,2,"[2996, 3002]"
32534.0,2,"[32534, 77094]"
32628.0,2,"[32628, 34873]"
32686.0,2,"[32686, 77232]"
32703.0,2,"[32703, 92099]"
32768.0,2,"[32768, 32774]"
32836.0,2,"[32836, 66221]"
31462.0,2,"[31462, 31463]"
31476.0,2,"[31476, 76756]"
31579.0,2,"[31579, 31590]"
31608.0,2,"[31608, 31610]"
31641.0,2,"[31641, 31645]"
31642.0,2,"[31642, 84462]"
31699.0,2,"[31699, 31701]"
31723.0,2,"[31723, 31738]"
31976.0,2,"[31976, 31977]"
32183.0,2,"[32183, 49542]"
32944.0,2,"[32944, 44248]"
33017.0,2,"[33017, 60316]"
33144.0,2,"[33144, 84589]"
33265.0,2,"[33265, 33266]"
33326.0,2,"[33326, 33328]"
33342.0,2,"[33342, 64123]"
33489.0,2,"[33489, 33495]"
33543.0,2,"[33543, 33545]"
32352.0,2,"[32352, 38258]"
32387.0,2,"[32387, 32390]"
32395.0,2,"[32395, 82393]"
32481.0,2,"[32481, 60265]"
32499.0,2,"[32499, 78168]"
32500.0,2,"[32500, 84792]"
32509.0,2,"[32509, 42036]"
32522.0,2,"[32522, 42038]"
2735.0,2,"[2735, 77142]"
2767.0,2,"[2767, 15721]"
2820.0,2,"[2820, 94575]"
2821.0,2,"[2821, 2827]"
2834.0,2,"[2834, 62566]"
2869.0,2,"[2869, 2870]"
34046.0,2,"[34046, 34047]"
34080.0,2,"[34080, 94768]"
34155.0,2,"[34155, 34157]"
34194.0,2,"[34194, 80804]"
34462.0,2,"[34462, 92009]"
34474.0,2,"[34474, 34483]"
32844.0,2,"[32844, 78753]"
32858.0,2,"[32858, 98992]"
32859.0,2,"[32859, 79002]"
32929.0,2,"[32929, 94557]"
33672.0,2,"[33672, 99056]"
33679.0,2,"[33679, 97956]"
33730.0,2,"[33730, 33731]"
33804.0,2,"[33804, 36462]"
33852.0,2,"[33852, 36757]"
33854.0,2,"[33854, 33856]"
33897.0,2,"[33897, 82241]"
33933.0,2,"[33933, 57357]"
34013.0,2,"[34013, 82540]"
3101.0,2,"[3101, 92385]"
3283.0,2,"[3283, 3289]"
3344.0,2,"[3344, 64895]"
3379.0,2,"[3379, 22311]"
3431.0,2,"[3431, 3433]"
2696.0,2,"[2696, 49930]"
2723.0,2,"[2723, 77508]"
35998.0,2,"[35998, 60372]"
36112.0,2,"[36112, 91420]"
36120.0,2,"[36120, 83730]"
34516.0,2,"[34516, 64247]"
34519.0,2,"[34519, 97362]"
34532.0,2,"[34532, 47996]"
34534.0,2,"[34534, 64336]"
34762.0,2,"[34762, 34765]"
34822.0,2,"[34822, 34833]"
34845.0,2,"[34845, 80635]"
34968.0,2,"[34968, 34973]"
35050.0,2,"[35050, 35051]"
35250.0,2,"[35250, 57701]"
35268.0,2,"[35268, 35269]"
35354.0,2,"[35354, 84076]"
35437.0,2,"[35437, 35443]"
37034.0,2,"[37034, 89020]"
37082.0,2,"[37082, 37084]"
37140.0,2,"[37140, 96366]"
37190.0,2,"[37190, 76920]"
37305.0,2,"[37305, 37308]"
37394.0,2,"[37394, 37396]"
37437.0,2,"[37437, 37440]"
35562.0,2,"[35562, 35633]"
35564.0,2,"[35564, 35591]"
35708.0,2,"[35708, 35719]"
35740.0,2,"[35740, 82467]"
35741.0,2,"[35741, 97607]"
35870.0,2,"[35870, 35875]"
35895.0,2,"[35895, 35896]"
35921.0,2,"[35921, 77734]"
35987.0,2,"[35987, 99720]"
2373.0,2,"[2373, 95326]"
2404.0,2,"[2404, 2409]"
2442.0,2,"[2442, 13856]"
2506.0,2,"[2506, 89207]"
2527.0,2,"[2527, 50010]"
37758.0,2,"[37758, 80676]"
37790.0,2,"[37790, 37791]"
37819.0,2,"[37819, 74434]"
37828.0,2,"[37828, 90231]"
37852.0,2,"[37852, 37853]"
38011.0,2,"[38011, 38012]"
36412.0,2,"[36412, 96109]"
36636.0,2,"[36636, 78847]"
36684.0,2,"[36684, 36686]"
36705.0,2,"[36705, 36707]"
36706.0,2,"[36706, 36712]"
38946.0,2,"[38946, 38947]"
38980.0,2,"[38980, 93753]"
37444.0,2,"[37444, 76778]"
37526.0,2,"[37526, 82380]"
37624.0,2,"[37624, 77295]"
37646.0,2,"[37646, 37648]"
37668.0,2,"[37668, 73296]"
37706.0,2,"[37706, 99737]"
37729.0,2,"[37729, 80670]"
2886.0,2,"[2886, 13616]"
2898.0,2,"[2898, 84899]"
2899.0,2,"[2899, 69540]"
2932.0,2,"[2932, 94953]"
2943.0,2,"[2943, 76807]"
2314.0,2,"[2314, 17730]"
2327.0,2,"[2327, 16551]"
39608.0,2,"[39608, 83498]"
39648.0,2,"[39648, 39649]"
39654.0,2,"[39654, 93008]"
39904.0,2,"[39904, 39909]"
40086.0,2,"[40086, 43944]"
38082.0,2,"[38082, 38084]"
38210.0,2,"[38210, 38212]"
38221.0,2,"[38221, 38223]"
38332.0,2,"[38332, 88369]"
38470.0,2,"[38470, 38485]"
38503.0,2,"[38503, 99468]"
38553.0,2,"[38553, 39324]"
38586.0,2,"[38586, 38589]"
38735.0,2,"[38735, 42910]"
38747.0,2,"[38747, 99145]"
38907.0,2,"[38907, 38909]"
40312.0,2,"[40312, 40339]"
40331.0,2,"[40331, 86662]"
40378.0,2,"[40378, 40390]"
40424.0,2,"[40424, 40425]"
40461.0,2,"[40461, 84331]"
40527.0,2,"[40527, 72694]"
40604.0,2,"[40604, 76531]"
40690.0,2,"[40690, 84492]"
40694.0,2,"[40694, 60716]"
40768.0,2,"[40768, 40772]"
39105.0,2,"[39105, 59861]"
39112.0,2,"[39112, 39117]"
39213.0,2,"[39213, 39214]"
39280.0,2,"[39280, 39286]"
39396.0,2,"[39396, 93839]"
39400.0,2,"[39400, 65928]"
1999.0,2,"[1999, 2001]"
2058.0,2,"[2058, 35878]"
2142.0,2,"[2142, 2146]"
2156.0,2,"[2156, 91910]"
41379.0,2,"[41379, 41381]"
41423.0,2,"[41423, 77367]"
41426.0,2,"[41426, 77368]"
41451.0,2,"[41451, 77366]"
41558.0,2,"[41558, 51002]"
41569.0,2,"[41569, 58170]"
40147.0,2,"[40147, 40148]"
40152.0,2,"[40152, 90800]"
40188.0,2,"[40188, 86331]"
40283.0,2,"[40283, 88867]"
40287.0,2,"[40287, 76829]"
40297.0,2,"[40297, 40299]"
42086.0,2,"[42086, 42108]"
40877.0,2,"[40877, 68586]"
40888.0,2,"[40888, 85555]"
41101.0,2,"[41101, 41102]"
41127.0,2,"[41127, 77506]"
41289.0,2,"[41289, 41292]"
41319.0,2,"[41319, 41320]"
41373.0,2,"[41373, 41376]"
2538.0,2,"[2538, 78189]"
2550.0,2,"[2550, 6288]"
2574.0,2,"[2574, 2575]"
2672.0,2,"[2672, 2673]"
2695.0,2,"[2695, 99324]"
1958.0,2,"[1958, 62202]"
1993.0,2,"[1993, 49234]"
1996.0,2,"[1996, 41900]"
43201.0,2,"[43201, 43205]"
43228.0,2,"[43228, 78160]"
41680.0,2,"[41680, 86917]"
41684.0,2,"[41684, 77270]"
41694.0,2,"[41694, 85738]"
41707.0,2,"[41707, 85735]"
41709.0,2,"[41709, 87996]"
41711.0,2,"[41711, 97595]"
41713.0,2,"[41713, 41714]"
41824.0,2,"[41824, 85434]"
41825.0,2,"[41825, 76679]"
41829.0,2,"[41829, 85552]"
41836.0,2,"[41836, 59282]"
41959.0,2,"[41959, 41961]"
42058.0,2,"[42058, 82397]"
42076.0,2,"[42076, 90886]"
43877.0,2,"[43877, 43878]"
44170.0,2,"[44170, 44171]"
44323.0,2,"[44323, 46873]"
44461.0,2,"[44461, 44467]"
44534.0,2,"[44534, 44536]"
42094.0,2,"[42094, 42107]"
42391.0,2,"[42391, 42399]"
42447.0,2,"[42447, 42492]"
42499.0,2,"[42499, 42501]"
42571.0,2,"[42571, 42574]"
42573.0,2,"[42573, 42575]"
42603.0,2,"[42603, 80820]"
42923.0,2,"[42923, 42926]"
43035.0,2,"[43035, 80505]"
43157.0,2,"[43157, 43158]"
43173.0,2,"[43173, 98047]"
45015.0,2,"[45015, 88007]"
45031.0,2,"[45031, 85635]"
45071.0,2,"[45071, 45081]"
45091.0,2,"[45091, 98034]"
45174.0,2,"[45174, 45177]"
45228.0,2,"[45228, 45231]"
45396.0,2,"[45396, 45400]"
43236.0,2,"[43236, 43238]"
43462.0,2,"[43462, 43471]"
43475.0,2,"[43475, 43476]"
43547.0,2,"[43547, 98384]"
43641.0,2,"[43641, 85609]"
43673.0,2,"[43673, 43675]"
43730.0,2,"[43730, 43749]"
43797.0,2,"[43797, 43824]"
43798.0,2,"[43798, 43826]"
1624.0,2,"[1624, 83479]"
1681.0,2,"[1681, 1694]"
1752.0,2,"[1752, 7729]"
1839.0,2,"[1839, 76919]"
45810.0,2,"[45810, 87204]"
45857.0,2,"[45857, 45859]"
46114.0,2,"[46114, 84547]"
46125.0,2,"[46125, 92828]"
46126.0,2,"[46126, 92487]"
46130.0,2,"[46130, 88870]"
44793.0,2,"[44793, 44795]"
44801.0,2,"[44801, 44804]"
44835.0,2,"[44835, 48596]"
44855.0,2,"[44855, 44932]"
44954.0,2,"[44954, 72013]"
45000.0,2,"[45000, 45002]"
45442.0,2,"[45442, 45462]"
45449.0,2,"[45449, 76862]"
45530.0,2,"[45530, 45533]"
45592.0,2,"[45592, 45595]"
45662.0,2,"[45662, 45664]"
45684.0,2,"[45684, 52559]"
45760.0,2,"[45760, 75787]"
2166.0,2,"[2166, 78697]"
2179.0,2,"[2179, 2183]"
2203.0,2,"[2203, 80803]"
2265.0,2,"[2265, 30055]"
2287.0,2,"[2287, 77948]"
2308.0,2,"[2308, 80965]"
1551.0,2,"[1551, 1557]"
1590.0,2,"[1590, 79443]"
1621.0,2,"[1621, 85431]"
47538.0,2,"[47538, 72428]"
47567.0,2,"[47567, 79153]"
46205.0,2,"[46205, 46209]"
46244.0,2,"[46244, 52187]"
46263.0,2,"[46263, 46265]"
46287.0,2,"[46287, 46295]"
46305.0,2,"[46305, 46314]"
46325.0,2,"[46325, 51499]"
46329.0,2,"[46329, 48193]"
46354.0,2,"[46354, 46355]"
46436.0,2,"[46436, 85406]"
46450.0,2,"[46450, 87566]"
46472.0,2,"[46472, 46475]"
46477.0,2,"[46477, 54503]"
46568.0,2,"[46568, 46571]"
46855.0,2,"[46855, 46857]"
48815.0,2,"[48815, 48962]"
48829.0,2,"[48829, 77128]"
49017.0,2,"[49017, 49020]"
49051.0,2,"[49051, 49055]"
46898.0,2,"[46898, 46901]"
46945.0,2,"[46945, 92279]"
46980.0,2,"[46980, 46983]"
47021.0,2,"[47021, 82354]"
47079.0,2,"[47079, 99581]"
47127.0,2,"[47127, 99651]"
47164.0,2,"[47164, 47174]"
47197.0,2,"[47197, 77562]"
47228.0,2,"[47228, 47250]"
47375.0,2,"[47375, 47376]"
47424.0,2,"[47424, 88464]"
47470.0,2,"[47470, 47474]"
49391.0,2,"[49391, 97993]"
49475.0,2,"[49475, 95814]"
49501.0,2,"[49501, 49502]"
49541.0,2,"[49541, 49544]"
49707.0,2,"[49707, 49708]"
49728.0,2,"[49728, 85691]"
49860.0,2,"[49860, 64873]"
49887.0,2,"[49887, 50100]"
47922.0,2,"[47922, 47927]"
48020.0,2,"[48020, 82542]"
48264.0,2,"[48264, 78435]"
48450.0,2,"[48450, 48453]"
48482.0,2,"[48482, 90687]"
48483.0,2,"[48483, 96388]"
48760.0,2,"[48760, 48901]"
48800.0,2,"[48800, 90153]"
1303.0,2,"[1303, 73025]"
1353.0,2,"[1353, 95759]"
1362.0,2,"[1362, 87824]"
1375.0,2,"[1375, 66672]"
1381.0,2,"[1381, 77201]"
1419.0,2,"[1419, 77997]"
1420.0,2,"[1420, 89338]"
50798.0,2,"[50798, 78210]"
50839.0,2,"[50839, 50899]"
50863.0,2,"[50863, 78121]"
50950.0,2,"[50950, 79714]"
49139.0,2,"[49139, 49143]"
49198.0,2,"[49198, 90468]"
49276.0,2,"[49276, 49279]"
49286.0,2,"[49286, 49288]"
49309.0,2,"[49309, 49310]"
52194.0,2,"[52194, 75870]"
50001.0,2,"[50001, 77049]"
50066.0,2,"[50066, 50067]"
50136.0,2,"[50136, 50138]"
50181.0,2,"[50181, 81637]"
50313.0,2,"[50313, 98763]"
50366.0,2,"[50366, 96590]"
50395.0,2,"[50395, 93191]"
50396.0,2,"[50396, 50403]"
1852.0,2,"[1852, 79589]"
1870.0,2,"[1870, 50212]"
1898.0,2,"[1898, 50793]"
1911.0,2,"[1911, 77084]"
1955.0,2,"[1955, 62208]"
1246.0,2,"[1246, 26525]"
1262.0,2,"[1262, 81765]"
52880.0,2,"[52880, 98214]"
52891.0,2,"[52891, 52899]"
51080.0,2,"[51080, 51083]"
51134.0,2,"[51134, 63982]"
51198.0,2,"[51198, 85297]"
51236.0,2,"[51236, 51237]"
51380.0,2,"[51380, 51388]"
51387.0,2,"[51387, 92812]"
51392.0,2,"[51392, 92817]"
51552.0,2,"[51552, 78484]"
51595.0,2,"[51595, 92407]"
51671.0,2,"[51671, 51673]"
51743.0,2,"[51743, 80604]"
51827.0,2,"[51827, 99649]"
52069.0,2,"[52069, 52072]"
52155.0,2,"[52155, 52157]"
